lat,lng
40.03,-74.11
40.22,-74.03
40.01,-74.32
36.99,-76.41
25.88,-80.32
25.71,-80.27
33.78,-84.49
31.15,-81.39
26.12,-81.72
30.34,-87.61
33.37,-112.58
35.95,-115.08
36.39,-105.56
32.06,-81.06
30.85,-89.1
31.21,-81.38
25.86,-80.18
34.94,-100.9
29.38,-95.02
35.2,-101.81
43.45,-124.22
28.03,-82.51
28.78,-82.26
42.43,-124.43
41.36,-112.04
45.57,-122.67
40.43,-75.35
42.06,-70.18
48.78,-122.56
26.18,-80.22
34.18,-79.82
40.69,-73.67
30.12,-94.02
29.48,-94.93
34.17,-101.71
28.94,-95.94
29.47,-94.6
30.44,-93.96
29.37,-100.95
29.28,-94.84
32.81,-117.22
25.87,-80.33
26,-80.31
45.75,-119.2
47.77,-117.4
25.95,-80.23
36.52,-78.26
30.33,-87.71
26.69,-81.94
25.89,-80.34
36.22,-78.93
35.22,-77.53
39.16,-85.31
27.44,-81.33
36.52,-87.2
26.93,-80.13
26.25,-80.21
26.83,-80.08
35.71,-80.42
30.36,-89.16
40.07,-74.04
39.59,-74.22
29.95,-90.38
29.96,-90.04
29.97,-90.06
39.01,-77.18
38.45,-82.65
40,-76.91
38.44,-75.05
47.33,-122.08
46.79,-117.25
47.29,-122.28
26.02,-80.18
29.98,-90.37
29.97,-90.22
28.37,-81.35
25.85,-80.38
25.91,-80.18
34.1,-118.38
36.24,-87.04
40.78,-72.84
40.67,-73.47
40.44,-74.12
37.32,-81.31
25.96,-80.14
39.34,-74.48
38.37,-75.07
34.42,-119.63
37.6,-76.6
36.74,-76.25
37.8,-76.37
26,-80.33
28.52,-81.43
25.76,-80.39
25.93,-80.16
25.76,-80.22
26.8,-80.03
25.79,-80.19
40.57,-79.85
26.26,-80.25
39.72,-120.98
38.47,-121.35
37.44,-122.22
37.93,-75.37
32.23,-80.68
49.31,-94.87
30.34,-87.7
30.03,-90.12
40.35,-85.15
39.91,-75.05
30.4,-88.77
26.13,-80.24
33.41,-79.14
40.22,-74
26.07,-80.26
47.25,-122.92
47.1,-122.44
47.38,-122.18
30.69,-88.14
36.97,-82.57
29.21,-94.94
29.27,-94.85
26.18,-80.16
28.52,-81.3
42.82,-73.93
42.72,-73.71
37.31,-119.54
34.42,-119.6
29.64,-95.52
30.38,-88.76
33.3,-79.29
26.64,-81.86
32.06,-81.04
33.77,-78.99
27.95,-81.92
26.15,-80.12
28.69,-81.52
41.81,-71.37
35.43,-83.08
30.36,-90.08
30.21,-81.52
34.44,-119.65
29.88,-95.44
25.71,-80.38
30.68,-88.21
28,-82.83
37.47,-122.2
25.85,-80.13
24.56,-81.76
38.68,-89.97
39.83,-86.13
39.96,-74.07
39.24,-75.17
33.84,-96.68
29.82,-95.07
31.15,-81.4
32.05,-81.08
39.67,-74.23
39.1,-74.73
40.52,-74.39
41.38,-88.25
41.17,-71.57
41.27,-72.84
29.63,-95.43
29.69,-95.24
32.83,-85.18
34.07,-84.29
29.92,-90.09
33.73,-78.84
29.3,-94.92
30.03,-93.85
29.16,-95.62
25.85,-80.25
25.89,-80.33
25.69,-80.44
26.2,-80.11
25.88,-80.17
26.84,-80.11
37.91,-75.39
38.77,-78.41
29.49,-94.93
29.91,-93.92
29.31,-94.78
29.38,-95.13
29.44,-94.65
29.26,-94.85
29.3,-94.91
46.52,-108.09
30.6,-89.66
40.01,-74.19
32.17,-80.74
26.27,-80.1
26,-80.39
26.31,-80.08
36.51,-76.17
28.71,-81.33
26.15,-80.14
40.77,-74.19
39.28,-74.57
39.94,-74.09
39.33,-74.5
39.28,-74.56
30.44,-88.84
30.25,-88.13
33.86,-84.06
30.07,-93.74
25.63,-80.33
38.31,-122.47
40.34,-73.99
39.32,-74.52
40.02,-74.1
38.94,-74.95
40.21,-74.01
26.18,-80.19
26.1,-80.11
37.73,-88.93
25.61,-80.32
28.99,-82.2
39.39,-74.39
27.89,-82.51
27.75,-82.7
40.62,-80.35
46.86,-68
28.55,-81.43
27.94,-82.84
26.67,-81.83
41.09,-85.48
30.41,-88.55
33.85,-96.64
29.44,-95.1
25.95,-81.71
32.76,-97.82
28.96,-95.36
32.75,-96.97
30.3,-89.34
41.75,-71.36
25.74,-80.28
25.77,-80.25
41.23,-74.46
30.54,-85.32
28.69,-81.52
36.12,-80.12
41.09,-73.92
29.12,-81.51
32.05,-81.26
42.31,-70.88
32.78,-79.93
29.76,-95.5
29.48,-95.13
29.11,-95.1
29.03,-95.43
30.43,-93.97
28.22,-81.45
25.92,-80.32
26.27,-98.21
38.12,-92.71
41.47,-82.83
41.31,-81.57
41.49,-81.64
39.52,-81.51
33.45,-112.11
32.15,-111.05
31.41,-109.88
33.45,-112.13
35.21,-114.17
33.45,-112.03
33.45,-111.76
31.39,-109.54
33.5,-112.21
33.41,-112.06
33.65,-114.21
33.4,-110.87
31.41,-109.91
47.63,-117.36
47.39,-114.8
45.99,-112.52
45.68,-111
45.35,-110.23
46.12,-112.95
45.64,-110.56
43.07,-124.13
47.53,-116.24
46.06,-118.33
46.22,-114.13
42.54,-114.45
42.6,-114.77
47.66,-105.02
48.77,-116.36
34.06,-106.91
47.45,-112.45
36.71,-105.41
47.41,-120.3
46.58,-122.91
46.87,-122.27
45.4,-122.27
46.98,-123.81
42.83,-114.52
36.71,-105.41
37.46,-105.87
35.57,-105.22
45.73,-107.62
47.51,-111.28
47.63,-116.62
47.17,-122.48
44.63,-124.06
39.06,-108.58
36.22,-115.1
34.19,-103.33
33.46,-104.52
32.98,-105.94
35.5,-105.25
47.65,-116.62
37.38,-102.29
36.16,-105.64
34.42,-103.22
46.36,-117.11
41.08,-104.8
40.55,-111.15
37.07,-113.56
42.19,-120.36
46.27,-120
48.57,-113.06
48.38,-114.17
42.44,-123.33
47.7,-116.77
44.06,-123.08
38.17,-103.94
45.95,-118.4
32.79,-79.95
27.4,-80.33
32.23,-81.02
30.45,-90.19
29.98,-90.17
41.38,-88.25
31.44,-87.4
32.89,-79.98
48.15,-117.34
32.06,-81.06
29.94,-90.09
46.63,-122.77
35.02,-78.94
32.79,-79.78
41.68,-87.5
34.58,-112.44
29.93,-90.1
35.4,-112.23
33.48,-82
32.35,-86.29
32.65,-79.94
30.67,-88.1
38.65,-90.32
47.22,-122.43
32.63,-114.4
42.06,-124.29
42.2,-120.35
35.63,-88.81
30.8,-89.02
47.7,-117.23
47.69,-117.46
30.01,-90.17
30.45,-88.87
29.68,-82.38
24.73,-81.02
28.99,-80.91
25.77,-80.13
30.65,-88.09
30.65,-88.09
46.42,-117.05
41.35,-71.98
42.24,-70.88
46.14,-112.99
35.08,-77.15
30.4,-88.87
32.37,-90.13
32.26,-107.75
48.57,-116.36
47.15,-118.4
27.99,-82.49
33.91,-78.22
32.15,-81.16
30.38,-88.52
30.2,-92.89
46.96,-120.35
30.71,-88.09
38.07,-120.54
42.53,-109.53
40.08,-104.81
25.86,-80.32
34.88,-83.4
47.64,-117.4
30.38,-89.04
30.62,-88.07
36.7,-75.93
44.65,-106.13
30.65,-88.18
30.71,-88.18
30.64,-88.09
30.62,-88.15
47.34,-118.69
32.02,-81.24
32.03,-81.24
33.6,-79.35
28.54,-81.31
34.15,-119.12
40.8,-85.82
39.15,-95.16
40.93,-100.16
30.71,-88.25
39.41,-74.37
33.88,-79.77
35.17,-103.72
43.06,-89.44
27.89,-82.85
29.93,-90.01
40.7,-111.72
35.6,-80.25
38,-76.83
48.01,-119.68
32.06,-81.08
42.53,-122.87
35.88,-119.27
48.78,-117.95
39.91,-74.08
32.32,-90.19
34.95,-85.72
33.37,-104.53
35.07,-106.58
47.65,-117.38
25.88,-80.32
25.79,-80.25
39.73,-76.07
32.8,-85.65
26.26,-81.78
31.42,-85.34
27.49,-82.6
32.74,-79.95
29.98,-90.39
30.55,-90.5
31.29,-92.46
40.17,-74.03
45.62,-122.6
43.67,-91.29
30.12,-94.12
29.89,-94.04
31.13,-97.71
31.08,-97.33
42.68,-102.69
32.85,-95.62
31.01,-87.49
30.39,-89.1
27.45,-80.35
41.67,-72.94
29.29,-94.8
28.99,-95.23
32.72,-97.12
29.62,-95.44
30.44,-93.44
29.86,-90.08
33.48,-83.96
46.96,-123.77
47.61,-122.32
26.54,-80.1
26.12,-80.23
32.69,-117.12
39.47,-118.78
47.13,-116.66
28.51,-81.72
25.53,-80.4
36.67,-78.21
26.34,-81.78
43.17,-78.69
27.49,-82.71
37.07,-122.02
38.41,-122.22
39.37,-74.43
38.94,-77.34
25.99,-80.38
40.65,-73.15
42.95,-78.83
29.39,-95.85
26.81,-80.07
37.85,-76.25
29.75,-95.56
38.66,-84.9
30.75,-90.42
30.02,-90.24
29.99,-90.11
30.43,-90.19
30.28,-90.8
32.67,-96.82
33.55,-101.91
30.29,-89.72
30.48,-90.04
33.24,-84.28
33.16,-86.25
33.67,-84.44
32.05,-81.12
30.67,-88.05
32.28,-85.24
32.09,-81.2
30.64,-88.1
33.82,-84.64
32.07,-81.12
32.09,-81.13
32.85,-83.62
32.04,-80.97
30.82,-87.78
38.41,-122.57
40.92,-72.68
40.96,-72.81
30.76,-88.27
30.67,-88.11
28.29,-81.41
28.82,-81.26
28.04,-82.12
29.38,-95.12
26.09,-81.7
26.28,-98.18
28.68,-99.83
32.01,-97.12
33.61,-101.91
41.26,-111.94
25.94,-80.26
25.49,-80.42
25.95,-80.21
25.59,-80.35
26.44,-80.08
26.18,-80.16
25.86,-80.29
24.55,-81.8
28.49,-81.49
25.76,-80.36
26.89,-80.07
39.24,-75.17
39.78,-75.87
40.87,-74.2
38.92,-76.97
33.16,-96.8
26.33,-80.11
32.22,-98.21
32.38,-100.8
26.29,-98.16
33.37,-95.68
41.49,-73.06
41.76,-72.73
41.32,-72.95
25.87,-80.23
27.24,-80.24
25.93,-80.23
38.94,-79.88
36.99,-76.42
38.02,-82.52
30.73,-89.3
28.52,-81.48
30.23,-93.3
37,-76.39
41.74,-122.64
46.06,-118.34
40.96,-72.91
40.22,-74
40.77,-73.99
37.8,-80.31
25.88,-80.21
29.61,-81.59
38.99,-74.82
28.31,-97.27
29.34,-95.06
29.86,-95.57
45.9,-89.16
30.47,-87.92
34.4,-77.67
32.78,-84.84
30.62,-96.32
33,-94.36
30.18,-94.02
29.02,-95.41
30.64,-96.38
30.64,-96.38
32.75,-96.69
29.63,-95.63
30.43,-88.63
28.45,-81.36
29.46,-97.88
30.69,-88.07
30.67,-88.05
45.92,-119.32
38.23,-103.66
40.37,-111.77
47.55,-111.51
28.6,-81.34
46.01,-112.54
35.2,-89.89
38.3,-104.64
41.14,-104.79
43.38,-112.11
35.78,-83.6
42.92,-110.99
29.64,-95.53
29.7,-95.49
31.54,-97.11
26.69,-82.02
35.72,-83.53
39.66,-102.83
43.73,-116.26
30.64,-94.83
47.14,-119.33
26.06,-80.15
28.02,-82.75
38.82,-106.53
25.86,-80.27
41.29,-86.63
58.3,-134.41
33.43,-104.45
33.38,-104.52
36.82,-107.98
35.08,-106.65
41.31,-73.07
29.97,-90.08
29.97,-90.37
30.01,-90.47
30.49,-92.42
36.8,-96.89
39.49,-105.32
25.9,-80.19
31.97,-81.13
31.17,-81.38
29.51,-94.99
32.69,-80.05
30.72,-88.17
30.83,-88.08
30.64,-88.11
30.4,-88.94
30.38,-89.07
30.91,-90.31
25.89,-80.3
26.5,-81.94
26.71,-80.06
41.01,-72.18
25.76,-80.22
25.9,-80.22
26.02,-80.16
26.31,-80.09
43.53,-95.12
48.89,-114.98
29.62,-95.64
29.82,-95.37
32.95,-96.77
29.29,-94.81
29.28,-94.83
32.58,-96.93
33.02,-96.7
32.55,-95.81
32.98,-96.87
34.98,-85.3
32.79,-79.95
25.74,-80.39
25.86,-80.25
26.65,-81.85
25.84,-80.27
40.74,-74.22
30.39,-89.02
30.54,-91.08
30.04,-89.97
30.21,-93.18
30.19,-93.18
32.56,-93.71
30.19,-93.23
32.8,-97.35
29.76,-95.39
29.76,-95.39
39.29,-74.56
29.8,-95.37
40.75,-73.98
39.29,-74.56
40.48,-74.46
39.95,-74.07
40.29,-73.99
39,-74.81
39.27,-74.59
39.27,-74.58
39.02,-74.94
40.71,-74.06
40.79,-74.13
41.27,-72.64
47.23,-117.47
47.77,-122.35
41.43,-97.36
32.2,-80.7
25.79,-80.25
44.74,-72.18
37.68,-80.89
37.68,-80.88
37.44,-76.51
37.38,-76.42
30.42,-92.05
30.06,-93.29
30.4,-92.2
30.37,-90.08
30.39,-89.11
30.24,-92.04
30.19,-92.04
30.31,-93.25
30.44,-91.1
30.37,-90.06
42.73,-73.7
43.35,-70.47
44.98,-93.31
25.82,-80.27
32.93,-96.77
32.78,-96.71
32.9,-96.87
29.54,-95.19
32.84,-96.99
32.82,-96.96
28.31,-97.29
30.03,-95.46
32.88,-96.65
32.75,-96.69
30.03,-95.24
33.98,-83.68
30,-90.1
30.2,-92.03
30.22,-93.19
30.04,-90.61
30.44,-90.76
30.24,-93.22
30.36,-93.2
30.23,-92.26
30.53,-90.93
30.24,-93.21
30.17,-93.23
30.18,-93.2
29.79,-95.48
29.71,-95.53
33.58,-101.92
30.36,-88.52
30.14,-95.47
30.35,-97.69
40.04,-74.62
40.73,-73.1
40.3,-73.99
39.72,-86.09
38.2,-85.94
29.8,-95.37
29.39,-95.01
28.84,-81.63
28.52,-81.42
30.33,-86.17
26,-80.12
30.24,-97.75
32.34,-95.3
29.74,-95.36
36.83,-76.28
32.98,-82.81
32.04,-81.06
34.95,-86.71
30.54,-88.16
31.59,-87.3
31.12,-97.91
30.71,-101.21
29.7,-95.52
30.76,-90.3
30.76,-89.9
30.23,-92
30.23,-92.04
30.18,-92.12
30.21,-92.07
29.91,-90.04
30.48,-91.15
30.23,-93.2
30.33,-93.2
30.06,-90.62
30.52,-89.65
30.62,-89.92
30.08,-93.2
30.01,-90.13
29.96,-90.37
29.96,-90.22
40.95,-72.21
32.87,-83.64
39.14,-84.5
39.88,-82.46
41.43,-81.56
41.6,-84.33
38.71,-75.08
38.45,-75.05
38.49,-75.06
38.56,-75.06
38.59,-75.06
38.52,-75.13
38.82,-75.2
38.71,-75.16
38.72,-75.08
38.56,-75.09
38.7,-75.07
38.49,-75.11
33.24,-111.52
34.91,-111.45
38.78,-75.12
35.21,-111.59
33.47,-112.01
33.55,-112.18
33.4,-111.82
32.22,-110.87
38.11,-103.86
33.24,-81.36
34.19,-79.76
40.4,-73.99
41.24,-74.54
33.5,-80.46
35.08,-78.88
28.18,-82.78
31.16,-81.38
40.82,-72.65
32.05,-81.11
34.61,-79.7
36.87,-76.24
33.28,-79.89
32.64,-84.96
38.99,-74.82
31.21,-81.39
34.25,-109.69
33.89,-78.43
28.87,-82.52
40.67,-79.72
33.24,-80.73
36.86,-75.99
34.21,-77.8
34.24,-80.71
31.97,-81.16
32.93,-110.74
40.67,-74.11
41.34,-71.9
35.06,-78.9
32.23,-81.04
39.55,-74.25
34.7,-83.72
30.62,-81.44
47.5,-111.22
39.91,-78.92
41.21,-89.45
40.75,-72.86
25.78,-80.33
28.75,-81.37
28.75,-81.37
29.19,-81.92
34.21,-79.25
30.69,-88.13
32.05,-81.07
31.22,-81.47
42.69,-73.2
28.4,-80.59
26.26,-80.1
48.17,-111.96
45.74,-107.6
41.68,-72.95
36.87,-75.98
37.8,-122.41
30.61,-96.39
40.64,-73.2
34.12,-118.35
33.45,-112.12
33.48,-112.14
25.92,-80.12
27.99,-82.46
29.1,-82.02
26.66,-81.85
36.88,-76.15
31.91,-81.05
30.76,-81.59
37.05,-76.41
26.12,-80.2
41.76,-87.63
25.93,-80.18
35.59,-87.08
33.56,-80.86
32,-80.85
36.38,-97.89
42.9,-70.82
40.56,-78.1
38.27,-87.55
39.85,-104.32
37.31,-120.49
31.23,-81.45
39.17,-74.76
27.28,-82.52
36.86,-75.98
30.16,-94.27
29.42,-94.93
30.45,-97.81
36.38,-97.84
36.41,-97.86
36.27,-99.88
30.45,-93.99
29.07,-95.59
31.59,-106.27
29.43,-98.67
38.07,-97.93
38.4,-105.27
38.09,-102.63
37.13,-106.16
41.28,-72.41
32.03,-88.2
38.43,-82.41
30.4,-88.72
30.39,-88.77
30.63,-88.1
40.04,-87.31
42.81,-78.82
41.81,-87.64
26.17,-80.31
30.44,-88.8
26.47,-80.13
41.6,-70.97
41.39,-73.39
39.71,-74.13
33.37,-79.17
25.76,-80.28
32.77,-79.93
37.65,-77.55
30.53,-89.51
34.97,-78.97
34.94,-78.88
39,-74.79
38.39,-78.99
39.65,-78.77
38.39,-75.06
41.11,-73.47
32.85,-79.91
39.82,-86.04
25.56,-80.35
28.97,-95.27
28.58,-81.24
26.11,-97.17
26.12,-80.11
38.87,-77.37
30.43,-88.89
35.06,-77.08
28.43,-96.44
28.64,-81.2
29.61,-95.55
29.28,-94.81
30.19,-93.76
29.96,-94
30.51,-89.71
39.04,-77.4
27.38,-82.46
34.13,-79.76
41.61,-86.71
35.73,-83.97
35.74,-86.9
32.53,-97.34
29.68,-95.53
33.08,-96.58
29.77,-95.73
29.4,-98.55
29.63,-95.47
29.93,-95.4
30.04,-95.46
39.13,-74.71
39.98,-74.58
27.64,-80.35
27.94,-82.47
39.41,-74.37
39.34,-74.49
39.49,-106.06
39.74,-121.77
41.53,-74.93
28.33,-81.64
38.29,-77.49
47.19,-124.2
25.69,-80.31
25.86,-80.2
39.35,-120.23
38.16,-120.85
38.85,-94.78
28.56,-82.38
25.78,-80.36
26.26,-80.26
37.96,-122.53
33.47,-117.23
32.79,-79.95
25.87,-80.2
33.84,-84.23
33.68,-84.47
34.77,-84.94
32.03,-80.96
31.22,-81.39
31.94,-81.03
31.7,-81.28
33.72,-84.73
44.85,-93.34
29.03,-95.46
40.76,-73.97
42.58,-95.72
48.62,-93.23
40.9,-98.21
39.03,-94.43
37.7,-97.18
30.39,-95.62
27.43,-82.14
38.94,-74.93
40.59,-73.65
40.43,-74.09
25.92,-80.32
35.79,-83.66
38.38,-76.84
36.06,-94.16
29.58,-95.54
36.91,-76.08
30.56,-84.24
27.21,-82.48
27.55,-80.82
25.94,-80.14
27.55,-82.35
29.36,-94.98
29.28,-94.84
27.76,-80.6
26.53,-82.19
39.62,-74.2
39.98,-105.42
41.68,-69.96
32.19,-82.59
45.33,-93.47
44.94,-93.22
29.89,-94.04
29.68,-95.12
29.63,-95.27
32.41,-97.34
30.07,-94.19
29.81,-95.28
29.76,-95.23
29.64,-95.22
32.34,-95.3
29.9,-95.22
29.32,-94.94
29.74,-95.41
29.71,-95.58
29.61,-95.55
28.85,-96.97
27.49,-99.44
29.33,-94.93
30.18,-93.88
29.49,-95.03
30.08,-93.77
33.04,-117.22
29.48,-98.37
29.3,-94.79
29.29,-94.79
29.32,-94.77
31.76,-106.42
29.25,-94.87
29.27,-94.84
40.08,-74.07
32.26,-86.08
40.31,-74.44
36.89,-76.24
32.64,-95.43
32.29,-95.32
37.91,-122.18
30.42,-88.82
29.33,-94.93
30.39,-88.54
30.5,-89.53
29.54,-95.06
32.06,-81.11
33.85,-84.8
32.22,-81.31
32.01,-80.97
31.23,-81.53
34.21,-84.55
32.01,-80.85
39.62,-74.19
39.97,-74.07
38.75,-76.29
38.34,-75.09
40.34,-73.98
39.27,-74.59
39.28,-74.57
41,-74.2
40.7,-74.09
39.38,-74.4
29.94,-93.9
30.11,-94.77
29.41,-94.9
38.65,-90.6
32.89,-83.58
33.68,-84.47
31.12,-84.16
31.99,-80.85
34.14,-99.34
48.76,-122.5
39.26,-119.98
38.77,-88.86
37.15,-76.5
29.66,-95.63
32.68,-96.85
30.12,-93.35
29.98,-90.09
34.85,-83.72
31.16,-81.39
31.51,-84.21
31.02,-81.43
31.08,-81.42
29.91,-93.9
29.37,-98.49
28.94,-95.29
29.22,-94.94
25.89,-80.36
28.67,-82.1
28.64,-81.37
25.8,-80.13
26.44,-80.11
28.49,-81.51
28.75,-82.05
28.41,-81.51
39.13,-74.89
38.21,-104.66
28.97,-95.44
29.22,-94.94
29.19,-94.97
28.07,-97.11
29.16,-95.62
29.28,-94.86
39.01,-74.95
39.02,-74.93
34.41,-79.37
29.21,-94.93
31.87,-82.6
45.51,-92.94
44.72,-91.65
33.5,-112.18
33.05,-109.29
32,-80.85
32.49,-80.33
32.01,-80.84
31.72,-81.24
30.52,-87.85
32.72,-96.68
29.51,-95
31.72,-106.33
34.6,-118.33
25.77,-80.3
26.12,-80.13
41.9,-87.64
46.99,-121.09
46.87,-117.37
48.05,-122.78
37.79,-76.63
25.15,-80.39
32.01,-80.85
31.65,-81.3
31.17,-81.41
38.99,-74.95
29.88,-97.94
30.38,-95.39
43.61,-116.71
29.19,-95.42
31.93,-106.62
29.07,-95.42
31.96,-95.25
29.37,-94.98
41.17,-87.16
41.82,-72.92
36.78,-118.91
45.32,-118.1
46.95,-124.13
26.61,-81.88
25.73,-80.3
26.73,-82.26
28,-82.71
30.5,-84.12
28.03,-82.77
26.25,-80.09
47.31,-122.32
38.8,-122.82
39.02,-76.51
30.37,-89.17
26.27,-80.17
30.4,-88.65
26.18,-80.11
37.93,-75.36
45.83,-88.05
40.06,-86.19
30.01,-90.22
34.18,-118.61
36.97,-76.27
38.93,-77.27
26.1,-80.34
38.4,-75.06
25.74,-80.33
34.11,-118.44
46.08,-118.33
47.89,-117.37
29.83,-81.53
26.29,-81.82
29.96,-90.06
29.74,-90.13
28.56,-81.32
25.91,-80.32
25.32,-80.29
26.13,-80.14
26.02,-80.13
39.94,-75.15
38.44,-75.05
34.08,-118.6
30.85,-83.27
41.14,-74.36
39.37,-74.42
40.86,-72.5
37.61,-76.56
26.19,-80.1
47.16,-122.02
39.4,-78.01
37.9,-78.88
37.78,-81.2
38.41,-82.21
36.89,-75.99
26.03,-80.16
27.52,-82.71
26.72,-80.04
26.3,-80.08
43.46,-111.98
33.75,-116.43
25.69,-80.32
25.96,-80.13
34.12,-118.13
38.15,-122.89
34.3,-77.74
38.19,-120.45
29.92,-90.01
47.7,-104.17
27.99,-82.55
36.11,-80.08
30.37,-90.57
31.15,-81.37
32.02,-81.08
32.8,-79.94
40.85,-74.11
26.66,-80.13
26.38,-80.14
29.64,-95.52
30.63,-88.1
27.74,-82.65
43.59,-110.82
26.1,-80.15
28.36,-80.73
47.09,-119.1
44.1,-122.68
32.27,-80.72
32.12,-80.83
39.84,-105.48
35.99,-95.79
40.46,-106.81
30.46,-97.95
31.22,-99.85
29.3,-94.79
29.48,-94.94
26.38,-80.08
29.18,-94.97
29.39,-94.93
40.58,-89.63
25.75,-80.23
40.64,-73.29
38.94,-74.97
40.95,-72.4
38.3,-119.94
34.01,-85.26
29.22,-94.94
32,-81
27.94,-82.77
28.55,-81.37
26.02,-80.15
32.79,-79.93
30.13,-93.24
37.55,-97.17
30.38,-88.76
30.28,-87.71
30.29,-89.39
33.93,-84.51
39.82,-119.67
39.34,-119.83
39.86,-120.43
37.67,-122.12
25.82,-80.13
25.82,-80.35
25.76,-80.28
27.64,-80.48
25.87,-80.13
27.18,-80.21
39.13,-74.71
39.62,-74.29
40.16,-74.24
29.09,-81.36
30.46,-83.41
37.35,-122.21
37.12,-122.12
34.2,-118.33
37.22,-121.94
27.99,-82.7
24.56,-81.78
38.89,-86.59
41.4,-87.23
33.84,-84.36
44.43,-111.45
39.82,-105.52
39.23,-74.64
32.15,-94.34
31.25,-81.5
34.15,-80.97
40.85,-74.48
25.83,-80.13
29.69,-95.37
30.03,-95.48
31.96,-81.22
29.93,-95.49
45.18,-67.28
44.78,-69.37
43.54,-70.84
29.77,-94.33
30.14,-94.01
29.04,-95.7
28.94,-95.94
29.24,-94.88
25.08,-80.45
25.88,-80.17
25.87,-80.33
25.62,-80.42
30.66,-88.21
37.1,-78.26
29.54,-95.07
29.3,-94.79
28.66,-96.41
29.04,-95.42
29.15,-95.05
29.28,-94.83
28.96,-95.29
29.15,-95.05
29.25,-94.87
29.52,-95.23
38.9,-79.53
39.15,-78.78
46.5,-114.06
48.38,-114.18
30.16,-93.15
30.4,-91.93
30.05,-90.26
30.36,-90.06
26.14,-80.15
28.01,-82.72
30.3,-87.61
25.92,-80.32
32.23,-80.71
32.67,-79.92
33.72,-78.97
41.66,-70.93
40.86,-72.54
39.27,-74.58
26.34,-80.15
25.75,-80.23
43.63,-116.02
44.53,-120.19
39.97,-74.07
39.28,-74.59
39.15,-74.7
40.3,-73.99
40.96,-72.39
29.79,-82.03
28.72,-81.11
39.67,-86.12
29.76,-81.97
40.2,-74.76
25.64,-80.32
25.74,-80.4
27.99,-82.55
25.97,-80.36
40.81,-96.68
33.21,-117.04
34.22,-83.85
26.18,-81.77
30.34,-97.56
30.41,-87.61
25.86,-80.18
25.74,-80.42
28.25,-81.38
30.35,-81.69
25.76,-80.28
28.51,-81.28
34.05,-81.49
32.52,-80.31
32.18,-81.24
30.31,-96.64
29.94,-93.94
29.27,-94.84
29.29,-94.82
29.04,-95.43
30.37,-97.97
29.32,-94.77
30.06,-94.89
28.58,-81.47
32.75,-103.12
40.88,-81.47
41.45,-81.38
40,-82.98
38.41,-82.51
38.72,-75.08
34.34,-111.3
33.6,-111.99
32.37,-111
38.49,-75.17
33.6,-112.03
33.51,-112.21
32.26,-109.83
34.03,-109.46
33.46,-112.09
33.47,-112.19
34.52,-112.46
39.74,-75.57
33.39,-112.07
38.56,-75.21
33.48,-111.95
32.38,-112.86
35.38,-112.15
33.39,-112.08
34.12,-109.94
33.46,-112.03
33.96,-109.25
39.74,-75.54
33.43,-112.1
46.24,-116.63
42.31,-111.31
46.76,-113.68
46.02,-112.54
43.41,-114.76
47.45,-112.45
44.57,-116.68
47.69,-122.39
44.55,-123.41
48.36,-107.87
48.28,-116.89
46.27,-122.91
48.77,-116.36
48.93,-119.44
45.97,-118.44
36.37,-105.29
45.62,-122.58
46.47,-117.59
47.21,-122.46
46.57,-120.52
46.29,-122.85
47.53,-116.74
48.56,-116.37
33.41,-104.54
45.44,-122.31
46.56,-120.48
48.71,-116.32
35.99,-106.08
33.39,-104.56
45.06,-122.84
47.83,-116.88
47.65,-122.35
46.56,-120.48
44.98,-124.01
43.31,-123.21
46.98,-123.83
46.26,-119.91
38.64,-112.12
35.49,-108.75
34.7,-106.77
42.84,-106.26
38.3,-104.64
38.91,-104.98
44.35,-106.7
36,-105.4
36.16,-115.12
32.93,-103.35
40.59,-107.64
35.59,-105.23
33.34,-104.53
48.26,-116.7
37.1,-107.61
38.26,-104.35
46.58,-120.45
42.76,-124.43
46.28,-119.97
42.76,-104.46
44.53,-109.06
45.78,-119.22
32.89,-80.01
40.67,-73.41
29.98,-90.23
25.83,-80.23
29.95,-90.04
29.98,-90.17
29.95,-90.12
37.98,-103.54
35.46,-77.35
37.92,-78.33
33.85,-84.23
31.34,-109.55
33.46,-112.01
33.4,-110.87
35.2,-114.07
32.7,-114.65
33.41,-110.81
32.6,-114.71
34.5,-110.09
46.99,-122.53
33.65,-112.43
33.43,-111.93
32.06,-81.11
33.52,-112.06
35.48,-97.46
41.8,-69.98
41.6,-87.34
36.92,-89.35
44.21,-105.35
30.3,-87.55
30.35,-88.69
35.11,-106.58
40.41,-74
33.56,-86.73
39.22,-111.05
34.16,-79.78
38.9,-76.93
30.64,-88.11
31.09,-88.22
41.96,-71.86
27.95,-82.79
25.88,-80.22
41.58,-87.51
29.96,-90.12
30.71,-88.1
30.76,-88.09
43.64,-108.21
41.79,-107.25
31.63,-81.9
25.77,-80.3
39.16,-86.53
36.56,-90.62
30.2,-92.06
36.18,-115.16
41.69,-86.27
26.58,-81.99
37.73,-88.55
33.41,-104.53
31.37,-109.92
32.65,-114.4
41.85,-90.2
43.05,-89.39
30.76,-88.12
39.68,-110.86
41.11,-104.8
38.37,-105.17
35.06,-80.99
26.53,-80.06
42.32,-71.11
48.53,-116.43
32.06,-81.06
33.92,-80.36
32.6,-86.16
